scenario_name,sim_end_time_s,time_step_s,target_airspeed_mps,trim_altitude_m,number_of_waypoints,waypoint_capture_radius_m,max_heading_change_per_command_deg,final_x_m,final_y_m,final_altitude_m,final_airspeed_mps,final_heading_deg,final_waypoint_x_m,final_waypoint_y_m,final_waypoint_altitude_m,final_waypoint_airspeed_mps,final_horizontal_error_to_last_waypoint_m,final_altitude_error_m,final_airspeed_error_mps,max_waypoint_index_reached,reached_final_waypoint,waypoint_switch_count,max_abs_cross_track_error_m,mean_abs_cross_track_error_m,final_distance_to_active_waypoint_m,max_abs_roll_deg,max_abs_pitch_deg,max_abs_heading_deg,max_abs_alpha_deg,max_abs_beta_deg,max_abs_p_deg_s,max_abs_q_deg_s,max_abs_r_deg_s,max_abs_altitude_command_error_m,final_altitude_command_error_m,max_abs_airspeed_command_error_mps,final_airspeed_command_error_mps
sixdof_waypoint_following,140.0,0.02,25.0,100.0,4,55.0,45.0,2773.7680926862013,402.2131964838237,142.63922098443766,25.869963674549133,25.994718627101033,1700.0,0.0,140.0,26.0,1146.6269542866578,-2.6392209844376566,0.13003632545086674,3,True,3,242.6851931913943,71.94849044930415,1146.6269542866578,16.241760436894264,11.242936986617973,83.23353923449406,7.761741019403052,0.36748739077966697,11.418577677145935,12.559431441201705,6.155421677466507,21.234649668061707,-2.6392209844376566,2.1638300360441605,0.13003632545086674
