scenario_name,target_airspeed_mps,trim_altitude_m,sim_end_time_s,elevator_step_deg,aileron_step_deg,rudder_step_deg,throttle_step,alpha_trim_deg,theta_trim_deg,delta_e_trim_deg,delta_t_trim,final_x_m,final_y_m,final_altitude_m,final_airspeed_mps,final_roll_deg,final_pitch_deg,final_heading_deg,final_alpha_deg,final_beta_deg,max_abs_altitude_deviation_m,final_altitude_deviation_m,max_abs_airspeed_deviation_mps,final_airspeed_deviation_mps,max_abs_roll_deg,max_abs_pitch_deg,max_abs_heading_deg,max_abs_alpha_deg,max_abs_beta_deg,max_abs_p_deg_s,max_abs_q_deg_s,max_abs_r_deg_s,max_abs_elevator_deg,max_abs_aileron_deg,max_abs_rudder_deg,max_throttle,min_throttle
sixdof_trim_hold,25.0,100.0,30.0,0.0,0.0,0.0,0.0,5.067053400104811,5.067053400104812,-6.530111234111388,0.13674271342756888,749.9999999996539,0.0,100.0000000002356,25.000000000130214,0.0,5.06705340373079,0.0,5.0670534341413855,0.0,3.1889840101939626e-08,2.35601760323334e-10,1.1955457068779651e-08,1.3021406175539596e-10,0.0,5.067053859082837,0.0,5.067053802393097,0.0,0.0,1.5119260894558475e-06,0.0,6.530111234111388,0.0,0.0,0.13674271342756888,0.13674271342756888
sixdof_elevator_pulse,25.0,100.0,30.0,-2.0,0.0,0.0,0.0,5.067053400104811,5.067053400104812,-6.530111234111388,0.13674271342756888,744.7390448754716,0.0,99.7999710896778,24.624778329826228,0.0,16.465646015652812,0.0,5.284090079299562,0.0,10.052807212646172,-0.20002891032220305,3.6480995719847904,-0.3752216701737723,0.0,16.925518433468273,0.0,8.299208141405936,0.0,0.0,10.240117519817069,0.0,8.530111234111388,0.0,0.0,0.13674271342756888,0.13674271342756888
sixdof_aileron_pulse,25.0,100.0,30.0,0.0,5.0,0.0,0.0,5.067053400104811,5.067053400104812,-6.530111234111388,0.13674271342756888,241.48924689992052,112.4384920634021,82.86324179618724,23.314017406044893,50.469374768008386,-3.2995641948817833,463.1013334742805,4.727720794154098,1.5332055918189884,50.70124243661498,-17.13675820381276,13.340879723396192,-1.6859825939551065,69.70408449171889,25.331124731507856,463.1013334742805,5.273457880229721,1.7100873004007577,36.83549491808032,21.15238648062542,22.351089817533403,6.530111234111388,5.0,0.0,0.13674271342756888,0.13674271342756888
sixdof_rudder_pulse,25.0,100.0,30.0,0.0,0.0,5.0,0.0,5.067053400104811,5.067053400104812,-6.530111234111388,0.13674271342756888,225.18122774696687,18.228675245235863,88.00256392786595,23.761394417913973,43.84033579243705,1.322701450626883,407.4821119687837,4.863989545982308,1.3316067232818338,36.69327660591261,-11.99743607213405,10.095789722544794,-1.2386055820860271,57.6159642582143,19.679043613656123,407.4821119687837,5.0670534001049505,2.105948947117185,29.461148339054443,17.332889998734387,22.59609727296521,6.530111234111388,0.0,5.0,0.13674271342756888,0.13674271342756888
sixdof_throttle_pulse,25.0,100.0,30.0,0.0,0.0,0.0,0.1,5.067053400104811,5.067053400104812,-6.530111234111388,0.13674271342756888,747.5348951654913,0.0,101.67375094712915,26.211652196726412,0.0,2.439695215737731,0.0,4.955920401300985,0.0,8.247880464613274,1.6737509471291503,1.4203733505074396,1.211652196726412,0.0,9.498833990878252,0.0,5.210440742701883,0.0,0.0,2.4747175936199852,0.0,6.530111234111388,0.0,0.0,0.2367427134275689,0.13674271342756888
