scenario_name,target_airspeed_mps,trim_altitude_m,altitude_step_m,gust_wind_x_mps,gust_wind_z_mps,use_smooth_gust,pitch_kp,pitch_ki,pitch_kd,altitude_kh_rad_per_m,airspeed_kv,max_altitude_error_after_command_m,final_altitude_error_m,altitude_settling_time_s,max_airspeed_error_after_command_mps,final_airspeed_error_mps,airspeed_settling_time_s,max_pitch_error_after_command_deg,final_pitch_error_deg,max_elevator_command_deg,max_elevator_actual_deg,max_throttle_command,max_throttle_actual,max_pitch_integral_deg_s,max_altitude_error_during_gust_m,max_airspeed_error_during_gust_mps,max_altitude_error_after_gust_m,max_airspeed_error_after_gust_mps
baseline_climb_no_gust,25.0,100.0,20.0,0.0,0.0,True,1.0,0.12,0.35,0.004363323129985824,0.15,19.999995222369293,0.011627158678109595,31.50550183394465,1.002189693401938,0.0017172675250876068,20.231743914638212,4.999135210763677,-0.0029207917790976456,11.491595523433718,9.579269964105485,0.28707116743785954,0.28425206326005176,2.7556952164049573,3.325749692713515,0.25477900958767563,1.9958996876040231,0.15911920610275843
smooth_upward_gust,25.0,100.0,20.0,0.0,2.0,True,1.0,0.12,0.35,0.004363323129985824,0.15,19.999995222369293,-0.05351869637740947,35.940313437812605,1.002189693401938,-0.004568417184525941,20.231743914638212,4.999135210763677,0.0029363437429730578,11.491595523433718,9.579269964105485,0.28707116743785954,0.28425206326005176,2.7556952164049573,3.3257496772294957,0.25478308213432044,2.503989708635757,0.22991472644553568
smooth_downward_gust,25.0,100.0,20.0,0.0,-2.0,True,1.0,0.12,0.35,0.004363323129985824,0.15,19.999995222369293,0.07994781095750625,43.61953984661554,1.002189693401938,0.00822225682023614,31.99566522174058,4.999135210763677,-0.008792180243027062,11.491595523433718,9.579269964105485,0.28707116743785954,0.28425206326005176,2.7556952164049573,6.390339178978294,0.4477147939979602,6.380707314581798,0.34014836282796423
large_altitude_step,25.0,100.0,40.0,0.0,2.0,True,1.0,0.12,0.35,0.004363323129985824,0.15,39.9999984506384,-0.019757447776527215,47.9676558852951,2.0107056183741356,-0.0018683635397991338,28.131043681227077,9.999719966874999,0.001656881073423563,16.518679846885515,12.557828920683704,0.4383485561836892,0.43272240674069995,5.611730921508004,2.967997506252914,0.207119452559283,3.030538308247543,0.1971660989089763
higher_airspeed_climb,30.0,100.0,20.0,0.0,2.0,True,1.0,0.12,0.35,0.004363323129985824,0.15,19.99999312622198,-0.015173499333656082,34.77325775258419,1.0338970152002886,-0.0015162628298419634,16.00700233411137,4.998755375996771,0.0010480242353686033,9.242566751892422,7.080282142526237,0.33965446193034876,0.33645323020324824,2.5248260212350595,3.303499941739773,0.1512060405904343,3.305481645625008,0.17124279332535863
